,name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden,name_missing,isNamedCreature_missing,isNpc_missing,ac_missing,hp/average_missing,hp/formula_missing,alignment_missing,type_missing,swarm_missing,size_missing,str_missing,dex_missing,con_missing,int_missing,wis_missing,cha_missing,save/cha_missing,save/int_missing,save/wis_missing,save/con_missing,save/dex_missing,save/str_missing,skill/arcana_missing,skill/history_missing,skill/insight_missing,skill/perception_missing,skill/performance_missing,skill/stealth_missing,skill/investigation_missing,skill/acrobatics_missing,skill/animal handling_missing,skill/athletics_missing,skill/deception_missing,skill/intimidation_missing,skill/medicine_missing,skill/nature_missing,skill/persuasion_missing,skill/religion_missing,skill/sleight of hand_missing,skill/survival_missing,initiative/advantageMode_missing,passive_missing,senseTags_missing,speed/walk_missing,speed/burrow_missing,speed/climb_missing,speed/fly_missing,speed/swim_missing,conditionInflict_missing,damageTags_missing,savingThrowForced_missing,legendaryActions_missing,legendary_missing,vulnerable_missing,languages_missing,languageTags_missing,environment_missing,miscTags_missing,source_missing,summonedBySpell_missing,summonedBySpellLevel_missing,variant_missing,reprinted_missing,sidekickHidden_missing
1338,Warrior of Madarua,0,1,0,12,11,2d8 + 2,C G,humanoid,,,M,15,12,13,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,0,10,,30,,-1,,-1,,-1,,-1,False,,,,,,,True,"[""Parry""]",False,True,,P,,-1,0,,,,False,,,,,"[""Common""]",C,spear,,"MLW,MW, RW, THW",QftIS,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1339,Xvart,0,0,0,13,7,2d6,C E,humanoid,xvart,,S,8,14,10,8,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,D,30,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,,"B, P",,-1,0,,,,False,,,,,"[""Abyssal""]",AB,"shortsword, sling","underdark, hill","MLW,MW, RNG, RW",VGM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
1340,Xvart Speaker,0,0,0,13,7,2d6,C E,humanoid,xvart,,S,8,14,10,13,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,D,30,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,,"B, P",,-1,0,,,,False,,,,,"[""Abyssal and one additional language (usually Common or Goblin)""]","AB,C,GO,X","shortsword, sling","underdark, hill","MLW,MW, RNG, RW",VGM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
1341,Yalah Gralhund,0,0,0,15,9,2d8,L E,humanoid,Human,,M,11,12,11,12,16,16,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,5,-1,-1,-1,0,13,,30,,-1,,-1,,-1,,-1,False,,,,,,,True,"[""Parry""]",False,True,,P,,-1,0,,,,False,,,,,"[""Common"",""Infernal""]","C,I",rapier,,"MLW,MW",WDH,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1342,Blood-Toll Harpy,0,0,0,11,9,2d8,C E,monstrosity,,,M,12,13,10,6,11,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,0,10,,20,,-1,,-1,,40,,-1,True,,,,,,,True,"[""Multiattack""]",False,False,,"P,S",,-1,0,,,,False,,,,,"[""Common""]",C,,,MW,MOT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1343,Displacer Beast Kitten,0,1,0,12,9,2d6 + 2,U,monstrosity,,,S,12,13,12,4,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,,,,,,,True,"[""Tentacles""]",False,False,,"B, P",,-1,0,,,,False,,,,,,,,,MW,WBtW,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
1344,Gremishka,0,0,0,12,10,4d4,,monstrosity,,,T,6,14,10,12,11,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,False,,,,,,,True,,False,True,,"O,P","[""constitution""]",-1,0,,,,False,,,,,"[""understands Common but can't speak""]","C,CS",,,"AOE, MW",VRGR,False,,,-1,,,,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1345,Ratling,0,1,0,12,5,2d6 - 2,C E,monstrosity,,,S,7,15,8,8,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,30,,-1,,30,True,"[""Keen Senses"",""Pack Tactics""]",,,,,,True,,False,False,,"B, P",,-1,0,,,,False,,,,,"[""Common""]",C,sling,,"MW, RW",DoDk,False,,,-1,,True,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1
1346,Yeti Tyke,0,1,0,11,9,2d6 + 2,C E,monstrosity,,,S,10,11,12,6,8,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,D,20,,-1,,20,,-1,,-1,True,"[""Camouflage"",""Keen Senses""]",,,,,,True,,False,False,,"C,S",,-1,0,,,,False,,,"[""cold""]",,"[""understands Yeti but can't speak""]","CS,OTH",,,MW,IDRotF,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1347,Yeti Tyke,0,0,0,11,9,2d6 + 2,special,monstrosity,,,S,10,11,12,6,8,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,D,20,,-1,,20,,-1,,-1,True,"[""Camouflage"",""Keen Senses""]",,,,,,True,,False,False,,"C,S",,-1,0,,,,False,,,"[""cold""]",,"[""understands Yeti but can't speak""]",OTH,,,MW,MGELFT,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1348,Young Kruthik,0,0,0,16,9,2d6 + 2,U,monstrosity,,,S,13,16,13,4,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,"D, T",30,,10,,30,,-1,,-1,True,"[""Keen Senses"",""Pack Tactics"",""Tunneler""]",,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,"[""Kruthik""]",OTH,,"desert, mountain, underdark",MW,MTF,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1
1349,Young Kruthik,0,0,0,16,9,2d6 + 2,U,monstrosity,,,S,13,16,13,4,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,"D, T",30,,10,,30,,-1,,-1,True,"[""Pack Tactics"",""Tunneler""]",,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,"[""Kruthik""]",OTH,,"desert, mountain, underdark",MW,MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
1350,Bridesmaid of Zuggtmoy,0,1,0,13,22,5d8,C E,plant,,,M,14,11,11,14,8,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,D,20,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,"[""incapacitated"",""poisoned""]",,"[""constitution""]",-1,0,,,,False,,,,,"[""understands Abyssal but can't speak""]","AB,CS",,,"AOE, DIS",OotA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
1351,Drow Spore Servant,0,1,0,15,13,3d8,U,plant,,,M,10,14,10,2,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,B,20,,-1,,-1,,-1,,-1,False,,,,,,,True,,False,False,,P,,-1,0,,,,False,,,,"[""blinded"",""charmed"",""frightened"",""paralyzed""]",,,shortsword,,"MLW,MW",OotA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
1352,Gadabout,0,0,0,11,11,2d8 + 2,U,plant,,,M,12,10,14,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,B,10,,-1,,-1,hover,60,,-1,True,"[""Unusual Nature""]",,,,,,True,"[""Multiattack""]",False,False,"[""grappled""]",S,,-1,0,,,,False,,"[""fire""]",,"[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""paralyzed"",""petrified""]",,,,,MW,MCV1SC,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1
1353,Twig Blight,0,0,0,13,4,1d6 + 1,N E,plant,,,S,6,13,12,4,8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,B,20,,-1,,-1,,-1,,-1,True,"[""False Appearance""]",,,,,,True,,False,False,,P,,-1,0,,,,False,,"[""fire""]",,"[""blinded"",""deafened""]","[""understands Common but can't speak""]","C,CS",,forest,MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1
1354,Icewind Kobold Zombie,0,1,0,9,19,3d6 + 9,N E,undead,,,S,8,6,16,3,6,3,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,D,20,,-1,,-1,,-1,,-1,True,"[""Undead Fortitude"",""Unusual Nature""]",,,,,,True,,False,False,,P,,-1,0,,,,False,,,"[""poison""]","[""poisoned""]","[""understands Common and Draconic but can't speak""]","C,CS,DR",javelin,,"MLW,MW",IDRotF,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1355,Derro,0,0,1,13,13,3d6 + 3,C E,aberration,,,S,10,14,12,11,5,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7,SD,30,,-1,,-1,,-1,,-1,True,"[""Magic Resistance"",""Sunlight Sensitivity""]",,,,,,True,,False,False,"[""prone""]",P,,-1,0,,,,False,,,,,"[""Dwarvish"",""Undercommon""]","D, U",light crossbow,"mountain, underdark","MLW,MW, RNG, RW",MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1
1356,Derro Raider,0,1,1,12,16,3d6 + 6,C E,aberration,,,S,14,12,14,11,5,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,0,7,SD,30,,-1,,-1,,-1,,-1,True,"[""Magic Resistance"",""Sunlight Sensitivity""]",,,,,,True,,False,False,,"B, P",,-1,0,,,,False,,,,,"[""Dwarvish"",""Undercommon""]","D, U",,,"MLW,MW, RW",QftIS,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1357,Gibberling,0,0,1,12,7,2d6,C N,aberration,,,S,10,15,10,6,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,,25,,5,,-1,,-1,,-1,True,"[""Light Sensitivity"",""Reckless""]",,,,,,True,,False,False,,P,,-1,0,,,,False,"[""psychic""]",,,"[""charmed"",""frightened""]",,,dagger,,"MLW,MW",MaBJoV,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
1358,Ixitxachitl,0,1,1,15,18,4d6 + 4,C E,aberration,,,S,12,16,13,12,13,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,D,0,,-1,,-1,,-1,,30,False,,,,,,,True,,False,True,,P,,-1,0,,,,False,,,,,"[""Abyssal"",""Ixitxachitl""]","AB,OTH",,,MW,OotA,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1
1359,Star Spawn Grue,0,0,1,11,17,5d6,L E,aberration,,,S,6,13,10,9,11,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,,P,"[""wisdom""]",-1,0,,,,False,,,"[""psychic""]",,"[""Deep Speech""]",DS,,"mountain, swamp",MW,MTF,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1
1360,Star Spawn Grue,0,0,1,11,17,5d6,N E,aberration,,,S,6,13,10,9,11,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,,P,"[""wisdom""]",-1,0,,,,False,,,"[""psychic""]",,"[""Deep Speech""]",DS,,"mountain, swamp",MW,MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1
1361,Axe Beak,0,0,1,11,19,3d10 + 3,U,beast,,,L,14,12,12,2,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,50,,-1,,-1,,-1,,-1,False,,,,,,,True,,False,False,,S,,-1,0,,,,False,,,,,,,,"grassland, hill",MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
1362,Birdsquirrel,0,0,1,13,10,,U,beast,,,T,6,14,13,4,12,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,,20,,-1,,20,,30,,-1,True,"[""Pack Tactics""]",,,,,,True,"[""Multiattack""]",False,False,,"P,S",,-1,0,,,,False,,,,,,,,,MW,AWM,False,,,-1,,,,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
1363,Boar,0,0,1,11,11,2d8 + 2,U,beast,,,M,13,11,12,2,9,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,,40,,-1,,-1,,-1,,-1,True,"[""Charge""]",,,,,,True,,False,False,"[""prone""]",S,"[""strength""]",-1,0,,,,False,,,,,,,,"grassland, forest, hill",MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1
1364,Constrictor Snake,0,0,1,12,13,2d10 + 2,U,beast,,,L,15,14,12,1,10,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,B,30,,-1,,-1,,-1,,30,False,,,,,,,True,,False,False,"[""grappled"",""restrained""]","B, P",,-1,0,,,,False,,,,,,,,"underwater, forest, swamp, desert",MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
1365,Cow,0,0,1,10,15,2d10 + 4,U,beast,,,L,18,10,14,2,10,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,30,,-1,,-1,,-1,,-1,True,"[""Charge""]",,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,,,,grassland,MW,VGM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1
1366,Dimetrodon,0,0,1,12,19,3d8 + 6,U,beast,,,M,14,10,15,2,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,,30,,-1,,-1,,-1,,20,False,,,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,,,,"swamp, coastal",MW,VGM,False,"[""Dinosaurs""]",,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
1367,Dimetrodon,0,0,1,12,19,3d8 + 6,U,beast,dinosaur,,M,14,10,15,2,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,,30,,-1,,-1,,-1,,20,False,,,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,,,,"coastal, swamp",MW,MPMM,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1
1368,Draft Horse,0,0,1,10,19,3d10 + 3,U,beast,,,L,18,10,12,2,11,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,40,,-1,,-1,,-1,,-1,False,,,,,,,True,,False,False,,B,,-1,0,,,,False,,,,,,,,urban,MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
1369,Elk,0,0,1,10,13,2d10 + 2,U,beast,,,L,16,10,12,2,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,50,,-1,,-1,,-1,,-1,True,"[""Charge""]",,,,,,True,,False,False,"[""prone""]",B,"[""strength""]",-1,0,,,,False,,,,,,,,"grassland, forest, hill",MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1
1370,Fastieth,0,1,1,14,9,2d8,U,beast,,,M,12,18,10,4,11,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,,50,,-1,,-1,,-1,,-1,True,,,,,,,True,,False,False,,P,,-1,0,,,,False,,,,,,,,,MW,ERLW,False,"[""Dinosaurs""]",,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
1371,Garroter Crab,0,0,1,13,18,4d4 + 8,U,beast,,,T,14,10,14,1,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,0,10,D,30,,-1,,-1,,-1,,20,True,"[""Amphibious""]",,,,,,True,,False,False,"[""grappled""]",S,,-1,0,,,,False,,,,,,,,"forest, underwater","MLW,MW, RCH",ToB1-2023,False,,,-1,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1
1372,Giant Badger,0,0,1,10,13,2d8 + 4,U,beast,,,M,13,10,15,2,12,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,D,30,,10,,-1,,-1,,-1,True,"[""Keen Senses""]",,,,,,True,"[""Multiattack""]",False,False,,"P,S",,-1,0,,,,False,,,,,,,,forest,MW,MM,False,,,-1,,,True,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1
