name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Doomguard Doom Lord,FALSE,,12,18,202,27d8 + 81,A,humanoid,,,S M,20,12,16,15,14,18,,,,7,,9,,,,6,,,,,,,,,,,,,,,,16,,30,,,,,,,,,TRUE,"[""Siege Monster""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"N,P,S","[""constitution""]",,FALSE,,,,FALSE,,,"[""necrotic""]",,"[""Common plus three more languages""]",C,,,"MLW,MW, RW, THW",MPP,FALSE,,,,,,,
Warlord,,,12,18,229,27d8 + 108,A,humanoid,any,,M,20,16,18,12,12,18,,,,8,7,9,,,,5,,,,,,9,,8,,,8,,,,,15,,30,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""frightened""]","P,S","[""wisdom""]",,TRUE,,,,FALSE,,,,,"[""any two languages""]",X,"greatsword, shortbow",urban,"MLW,MW, RNG, RW",VGM,FALSE,,,,,,TRUE,
Warlord,FALSE,,12,18,229,27d8 + 108,A,humanoid,,,M,20,16,18,12,12,18,,,,8,7,9,,,,5,,,,,,9,,8,,,8,,,,,15,,30,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""frightened""]","P,S","[""wisdom""]",,TRUE,,,,FALSE,,,,,"[""any two languages""]",X,"greatsword, shortbow",urban,"MLW,MW, RNG, RW",MPMM,FALSE,,,,,,,
Annelidast,FALSE,,12,18,184,16d12 + 80,U,monstrosity,,,H,26,10,20,1,10,4,,,4,9,,,,,,,,,,,,,,,,,,,,,,10,T,40,,30,,,,,,,TRUE,"[""Tunneler""]",,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,"[""prone"",""restrained""]","B, I","[""constitution"",""dexterity"",""strength""]",,FALSE,,,,FALSE,"[""lightning""]",,"[{""cond"":true,""immune"":[""bludgeoning"",""poison""],""note"":""from nonmagical attacks""}]","[""poisoned""]",,,,"desert, forest, grassland, hill, mountain, underdark, urban","AOE, MW, RCH",ToB1-2023,FALSE,,,,,,,
Blazebear,FALSE,FALSE,12,14,189,18d10 + 90,U,monstrosity,,,L,24,17,21,3,13,16,7,,,,,11,,,,5,,,,,,,,,,,,,,,,15,SD,30,,,,,,,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,"[""stunned""]","O,P","[""intelligence"",""wisdom""]",,FALSE,,,,FALSE,,,,,,,,,"MW, RCH",VEoR,FALSE,,,,,,,
Gray Render,FALSE,,12,19,189,18d10 + 90,C N,monstrosity,,,L,19,13,20,3,6,8,,,,9,,8,,,,2,,,,,,,,,,,,,,,,12,D,30,,,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,"[""prone""]","B, P,S","[""strength""]",,FALSE,,,,FALSE,,,,,,,,"forest, hill","MW, RCH",MTF,FALSE,,,,,,TRUE,
Gray Render,FALSE,,12,19,189,18d10 + 90,C N,monstrosity,,,L,19,13,20,3,6,8,,,,9,,8,,,,2,,,,,,,,,,,,,,,,12,D,30,,,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,"[""prone""]","B, P,S","[""strength""]",,FALSE,,,,FALSE,,,,,,,,"forest, hill","MW, RCH",MPMM,FALSE,,,,,,,
Ironscale Hydra,FALSE,,12,17,181,11d20 + 66,U,monstrosity,,,G,22,10,22,2,10,7,,,,,,,,,,8,,,,,,,,,,,,,,,,18,D,40,,,,,,,,40,TRUE,"[""Hold Breath""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"A, P",,,FALSE,,,,FALSE,,,"[""acid""]",,,,,,"MW, RCH",MOT,FALSE,,,,,,,
Son of Fenris,FALSE,,12,17,175,14d12 + 84,C E,monstrosity,,,H,26,16,23,16,18,14,,,8,10,7,,7,,,,,,,,,,,6,,,,11,,,,14,,60,,30,,,,,,,TRUE,"[""Keen Senses""]",,,,,,TRUE,"[""Breath Weapon"",""Multiattack"",""Swallow""]",FALSE,FALSE,"[""blinded"",""restrained""]","A, B, I,N,P","[""constitution"",""dexterity""]",,FALSE,,,,FALSE,"[""necrotic"",""radiant"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""cold"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""Celestial"",""Common"",""Giant"",""telepathy 60 ft.""]","C,CE,GI,TP",,arctic,"AOE, MW",ToB1-2023,FALSE,,,,,,,
Tosculi Hive Queen,FALSE,,12,17,189,18d10 + 90,L E,monstrosity,,,L,17,24,20,16,16,18,8,,7,9,11,,,,,7,,,,,,,,,,,,,,,,17,D,40,,,,,,60,,,TRUE,"[""Legendary Resistances""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""blinded"",""paralyzed"",""poisoned""]","P,S","[""constitution"",""dexterity""]",,TRUE,,"[""dexterity""]",,FALSE,,,"[""poison""]","[""charmed"",""poisoned""]","[""Common"",""Deep Speech"",""Gnoll"",""Infernal"",""telepathy 120 ft."",""Tosculi""]","C,DS,I,OTH,TP",scimitar,"desert, underdark","DIS, MLW,MW",ToB1-2023,FALSE,,,,,,,
Ordeal Tree,FALSE,,12,17,186,12d20 + 60,N E,plant,,,G,24,7,21,12,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,13,,20,,,,,,,,,TRUE,"[""False Appearance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""grappled""]","B, N,S","[""constitution""]",,FALSE,,,,FALSE,"[""bludgeoning"",""piercing""]","[""fire""]",,,"[""Sylvan""]",S,,,"CUR, MW, RCH",GHLoE,FALSE,,,,,,,
Boneclaw,FALSE,,12,16,127,17d10 + 34,C E,undead,,,L,19,16,15,13,15,9,,,6,6,7,,,,,6,,7,,,,,,,,,,,,,,16,D,40,,,,,,,,,TRUE,"[""Rejuvenation""]",,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,"[""grappled""]","N,P","[""constitution""]",,FALSE,,,,FALSE,"[""cold"",""necrotic"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""poisoned""]","[""Common plus the main language of its master""]",C,,"arctic, desert, urban","MW, RCH",MTF,FALSE,,,,,,TRUE,
Eidolon,FALSE,,12,9,63,18d8 - 18,A,undead,,,M,7,8,9,14,19,16,,,8,,,,,,,8,,,,,,,,,,,,,,,,18,D,0,,,,,hover,40,,,TRUE,"[""Incorporeal Movement"",""Turn Resistance"",""Unusual Nature""]",,,,,,TRUE,,FALSE,FALSE,"[""frightened"",""stunned""]",O,"[""wisdom""]",,FALSE,,,,FALSE,"[""acid"",""fire"",""lightning"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""cold"",""necrotic"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""the languages it knew in life""]",LF,,"coastal, desert, forest, grassland, mountain, urban",AOE,MPMM,FALSE,,,,,,,
Eidolon,FALSE,,12,9,63,18d8 - 18,A,undead,,,M,7,8,9,14,19,16,,,8,,,,,,,8,,,,,,,,,,,,,,,,18,D,0,,,,,hover,40,,,TRUE,"[""Incorporeal Movement"",""Turn Resistance""]",,,,,,TRUE,,FALSE,FALSE,"[""frightened"",""stunned""]",O,"[""wisdom""]",,FALSE,,,,FALSE,"[""acid"",""fire"",""lightning"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""cold"",""necrotic"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""the languages it knew in life""]",LF,,"coastal, desert, forest, grassland, mountain, urban",,MTF,FALSE,,,,,,TRUE,
Flutterflesh,FALSE,,12,16,187,22d10 + 66,C E,undead,,,L,11,18,17,12,16,10,,,7,,,4,,,,7,,8,,,,,4,,,,,,,,,17,SD,10,,,,,,60,,,TRUE,"[""Regeneration"",""Turn Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""paralyzed""]","N,P,Y","[""constitution"",""wisdom""]",,FALSE,,,,FALSE,"[""cold"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]","[""radiant""]","[""necrotic"",""poison""]","[""charmed"",""exhaustion"",""paralyzed"",""poisoned"",""stunned"",""unconscious""]","[""Common"",""Darakhul""]",C,,any,"AOE, MW",ToB1-2023,FALSE,,,,,,,
Specter of Night,,,12,15,142,15d12 + 45,N E,undead,,,H,22,18,17,12,13,12,,,5,,8,,,,,5,,,,,,,,,,,,,,,,15,SD,60,,,,,,60,,,TRUE,"[""Legendary Resistances"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""exhaustion""]","B, N,S","[""constitution"",""strength""]",,FALSE,,,,FALSE,"[""necrotic""]",,"[""poison""]","[""exhaustion"",""poisoned""]","[""understands Common but can't speak""]","C,CS",,,"MW, RCH",MCV4EC,FALSE,,,,,,,
Alyxian the Tormented,TRUE,TRUE,11,16,150,12d12 + 72,L E,aberration,,,H,21,18,22,15,16,20,,,7,10,,9,,,7,7,,,,,,,9,,,,,,,,,17,B,40,,,,,,,,40,TRUE,"[""Legendary Resistances""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""grappled""]","N,O,S","[""constitution""]",,TRUE,,"[""dexterity"",""wisdom""]",,FALSE,,,"[""necrotic""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""stunned""]","[""Celestial"",""Common"",""Elvish"",""telepathy 120 ft.""]","C,CE,E,TP",,,"AOE, MW",CRCotN,FALSE,,,,,,,
Balhannoth,FALSE,,11,17,114,12d10 + 48,C E,aberration,,,L,17,8,18,6,15,8,,,,8,,,,,,6,,,,,,,,,,,,,,,,16,B,25,,,,25,,,,,TRUE,"[""Legendary Resistances""]",,,,,,TRUE,"[""Multiattack"",""Tentacles""]",FALSE,FALSE,"[""grappled"",""invisible"",""restrained""]","B, P",,,TRUE,,"[""wisdom""]","[""invisible""]",FALSE,,,,"[""blinded""]","[""understands Deep Speech"",""telepathy 1 mile""]","DS,TP",,"coastal, mountain, underdark","MW, RCH",MTF,FALSE,,,,,,TRUE,
Balhannoth,FALSE,,11,17,114,12d10 + 48,C E,aberration,,,L,17,8,18,6,15,8,,,,8,,,,,,6,,,,,,,,,,,,,,,,16,B,25,,,,25,,,,,TRUE,"[""Legendary Resistances""]",,,,,,TRUE,"[""Multiattack"",""Tentacles""]",FALSE,FALSE,"[""grappled"",""invisible"",""restrained""]","B, P",,,TRUE,,"[""wisdom""]","[""invisible""]",FALSE,,,,"[""blinded""]","[""understands Deep Speech"",""telepathy 1 mile""]","DS,TP",,"coastal, mountain, underdark","MW, RCH",MPMM,FALSE,,,,,,,
Death Embrace,FALSE,FALSE,11,13,147,14d12 + 56,C E,aberration,,,H,23,15,19,6,9,4,,,3,,,10,,,,,,,,,,,,,,,,,,,,9,B,0,,,,,,,,20,TRUE,"[""Water Breathing""]",,,,,,TRUE,"[""Multiattack"",""Tentacles""]",FALSE,TRUE,"[""grappled"",""petrified"",""restrained""]","P,Y","[""constitution""]",,FALSE,,,,FALSE,,,,"[""exhaustion"",""paralyzed"",""petrified"",""prone""]",,,,,"MW, RCH",CRCotN,FALSE,,,,,,,
Voidling,FALSE,,11,15,180,24d10 + 48,C E,aberration,,,L,15,21,15,14,16,10,4,6,7,6,,,,,,,,9,,,,,,,,,,,,,,13,U,0,,,,,hover,50,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""frightened"",""restrained""]","B, N","[""dexterity"",""wisdom""]",,FALSE,,,,FALSE,,"[""radiant""]","[""necrotic""]","[""exhaustion"",""petrified"",""prone""]","[""telepathy 60 ft."",""Void Speech""]",TP,,planar,"AOE, MW, RCH",ToB1-2023,FALSE,,,,,,,
Ychen Bannog,FALSE,,11,17,186,12d20 + 60,U,beast,,,G,28,10,21,3,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,11,,50,,,,,,,,,TRUE,"[""Siege Monster""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""deafened"",""prone""]","B, P,T","[""constitution"",""dexterity"",""strength""]",,FALSE,,,,FALSE,"[""bludgeoning""]",,,"[""exhaustion""]",,,,"forest, grassland","AOE, MW, RCH",ToB1-2023,FALSE,,,,,,,
Valkyrie,FALSE,,11,18,150,20d8 + 60,N,celestial,,,M,18,18,16,12,19,18,8,5,8,7,,,,,,8,,,,,,,,,,,,,,,,18,U,30,,,,,,60,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,"[""frightened""]","P,R,S","[""wisdom""]",,FALSE,,,,FALSE,"[""acid"",""cold"",""fire"",""lightning"",""thunder""]",,"[""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks""}]","[""frightened"",""poisoned""]","[""all"",""telepathy 60 ft.""]","TP,XX","longsword, spear","any, planar","MLW,MW, RW, THW",ToB1-2023,FALSE,,,,,,,
Baba Lysaga's Creeping Hut,TRUE,TRUE,11,16,263,17d20 + 85,U,construct,,,G,26,7,20,1,3,3,0,,0,9,,,,,,,,,,,,,,,,,,,,,,6,B,30,,,,,,,,,TRUE,"[""Antimagic Susceptibility"",""Siege Monster""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,B,,,FALSE,,,,FALSE,,,"[""poison"",""psychic""]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""prone""]",,,,,"MW, RCH, RW",CoS,FALSE,,,,,,,
Chardalyn Dragon,FALSE,FALSE,11,17,147,14d12 + 56,C E,construct,,,H,24,11,19,10,10,3,,,,8,,11,,,,,,,,,,,,,,,,,,,,10,SD,30,,,,,,90,,,TRUE,"[""Immutable Form"",""Magic Resistance"",""Siege Monster"",""Unusual Nature""]",,,,,,TRUE,"[""Breath Weapon"",""Multiattack""]",FALSE,FALSE,"[""charmed""]","B, R,S","[""dexterity"",""wisdom""]",,FALSE,,,,FALSE,"[""radiant"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""cold"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""the languages known by its creator""]",,,,"AOE, MW, RCH",IDRotF,FALSE,,,,,,,
Dragonbone Golem,,,11,17,161,19d10 + 57,U,construct,,,L,20,10,17,3,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,40,,,,,,,,,TRUE,"[""Magic Resistance"",""Unusual Nature""]",,,,,,TRUE,"[""Breath Weapon"",""Multiattack""]",FALSE,FALSE,"[""frightened"",""petrified"",""restrained""]","I,N,P","[""constitution"",""wisdom""]",,FALSE,,,,FALSE,,,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands Draconic and the languages of its creator but can't speak""]",CS,,,"AOE, MW",FTD,FALSE,,,,,,,
Eye Golem,FALSE,,11,20,157,15d10 + 75,U,construct,,,L,22,9,20,5,11,1,,,,,,,,,,8,,,,,,,,,,,,,,,,18,U,30,,,,,,,,,TRUE,"[""Immutable Form"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""blinded"",""frightened""]","B, R","[""dexterity"",""wisdom""]",,FALSE,,,,FALSE,,,"[""poison"",""psychic"",""radiant"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't adamantine""}]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""understands the languages of its creator but can't speak""]",CS,,"any, urban","AOE, MW",ToB1-2023,FALSE,,,,,,,
Adult Deep Dragon,,,11,17,147,14d12 + 56,N E,dragon,,,H,20,14,18,16,16,18,8,,7,8,6,,,,,7,,10,,,,,,,,,12,,,,,17,"B, SD",40,,30,,,,80,,40,TRUE,"[""Legendary Resistances""]",,,,,,TRUE,"[""Breath Weapon"",""Multiattack"",""Shapechanger""]",FALSE,FALSE,"[""frightened"",""poisoned"",""prone""]","B, I,P,S,Y","[""constitution"",""strength"",""wisdom""]",,TRUE,I,"[""constitution"",""wisdom""]","[""poisoned""]",FALSE,"[""poison"",""psychic""]",,,"[""charmed"",""frightened"",""poisoned""]","[""Common"",""Draconic"",""Undercommon""]","C,DR,U",,,"AOE, MW, RCH",FTD,FALSE,,,,,TRUE,,
Young Time Dragon,FALSE,,11,18,210,20d10 + 100,N,dragon,,,L,20,12,20,20,15,17,7,,6,9,5,,9,13,,10,,9,,,,,,,,,,,,,,20,"B, SD",40,,,,40,,80,,,FALSE,,,,,,,TRUE,"[""Breath Weapon"",""Multiattack""]",FALSE,FALSE,,"O,S","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Draconic plus any four languages""]","DR,X",,,"AOE, MW, RCH",MPP,FALSE,,,,,,,
Auril (Third Form),TRUE,TRUE,11,19,136,16d6 + 80,N E,elemental,,,S,1,12,21,24,26,28,,,12,9,,,,,12,16,,,,,,,13,13,,,,,,,,26,"B, U",0,,,,,hover,30,,,TRUE,"[""Legendary Resistances"",""Magic Resistance"",""Unusual Nature""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""blinded""]",C,"[""wisdom""]",,TRUE,,,,FALSE,,"[""thunder""]","[""cold"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned"",""prone"",""stunned""]","[""all"",""telepathy 1,000 ft.""]","TP,XX",,,AOE,IDRotF,FALSE,,,,,,,
Tempest Hart,,,11,13,147,14d12 + 56,U,elemental,,,H,21,17,18,3,18,14,,,8,,7,,,,,12,,,,,,,,,,,,,,,,22,,50,,,,,,50,,,TRUE,"[""Legendary Resistances""]",,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,"[""grappled""]","L,T","[""constitution"",""dexterity"",""strength""]",,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""lightning"",""thunder""]","[""exhaustion""]",,,,,"MW, RCH",MCV4EC,FALSE,,,,,,,
Abominable Beauty,FALSE,,11,18,187,22d8 + 88,N E,fey,,,M,17,18,18,17,16,26,12,,,8,8,,,,,7,12,,,,,,12,,,,12,,,,,17,,30,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""blinded"",""deafened""]","B, F,T","[""charisma"",""constitution""]",,FALSE,,,,FALSE,,,"[""fire""]",,"[""Common"",""Draconic"",""Elvish"",""Sylvan""]","C,DR,E,S",,forest,"AOE, MW",ToB1-2023,FALSE,,,,,,,
Enchanting Infiltrator,FALSE,,11,18,156,24d8 + 48,N E,fey,,,S M,10,20,15,20,16,18,,9,,,9,,,,,7,,13,,,,,12,,,,,,,,,17,B,40,,,,,,,,,TRUE,"[""Legendary Resistances""]",,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,"[""stunned""]","I,P,Y","[""wisdom""]",,TRUE,,"[""constitution"",""dexterity"",""strength""]",,FALSE,,,,"[""charmed"",""frightened""]","[""Common"",""thieves' cant"",""plus any one language""]","C,TC,X",,,"MW, RW",BMT,FALSE,,,,,,,
Alkilith,FALSE,,11,17,168,16d8 + 96,C E,fiend,demon,,M,12,19,22,6,11,7,,,,10,8,,,,,,,8,,,,,,,,,,,,,,10,SD,40,,,,40,,,,,TRUE,"[""Amorphous"",""False Appearance"",""Magic Resistance"",""Spider Climb"",""Unusual Nature""]",,,,,,TRUE,"[""Multiattack"",""Tentacles""]",FALSE,FALSE,,A,"[""wisdom""]",,FALSE,,,,FALSE,"[""acid"",""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""charmed"",""frightened"",""poisoned""]","[""understands Abyssal but can't speak""]","AB,CS",,"underdark, urban","MW, RCH",MPMM,FALSE,,,,,,,
Alkilith,FALSE,,11,17,157,15d8 + 90,C E,fiend,demon,,M,12,19,22,6,11,7,,,,10,8,,,,,,,8,,,,,,,,,,,,,,10,SD,40,,,,,,,,,TRUE,"[""Amorphous"",""False Appearance"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack"",""Tentacles""]",FALSE,FALSE,,A,"[""wisdom""]",,FALSE,,,,FALSE,"[""acid"",""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""charmed"",""frightened"",""poisoned""]","[""understands Abyssal but can't speak""]","AB,CS",,"underdark, urban","MW, RCH",MTF,FALSE,,,,,,TRUE,
Berstuc Demon,FALSE,,11,18,157,15d10 + 75,C E,fiend,demon,,L,22,10,20,12,14,19,8,,6,,,10,,,,,,4,,,,,8,,,9,,,,6,,12,SD,40,,20,,,,,,,TRUE,"[""Camouflage"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""blinded"",""grappled"",""restrained""]","B, I","[""constitution""]",,FALSE,,,,FALSE,"[""acid"",""cold"",""fire"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""lightning"",""poison""]","[""poisoned""]","[""Abyssal"",""Common"",""Sylvan"",""telepathy 120 ft.""]","AB,C,S,TP",,"forest, planar",MW,ToB1-2023,FALSE,,,,,,,
Fire Hellion,,,11,18,175,14d12 + 84,L E,fiend,devil,,H,25,10,23,16,14,21,9,,6,,,,7,,,6,,,,,,11,,,,,,,,,,16,SD,30,,,,,,,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"F,N,P","[""dexterity""]",,FALSE,,,,FALSE,,,"[""fire""]","[""charmed"",""frightened""]","[""Common"",""Giant"",""Infernal""]","C,GI,I",morningstar,,"AOE, MLW,MW, RCH",BGG,FALSE,,,,,,,
Horned Devil,,,11,18,178,17d10 + 85,L E,fiend,devil,,L,22,17,21,12,16,17,7,,7,,7,10,,,,,,,,,,,,,,,,,,,,13,SD,20,,,,,,60,,,TRUE,"[""Devil's Sight"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"F,P","[""constitution""]",,FALSE,,,,FALSE,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""poisoned""]","[""Infernal"",""telepathy 120 ft.""]","I,TP",,,"MW, RCH",MM,FALSE,,,,,TRUE,TRUE,
Koralk Devil,FALSE,,11,15,136,16d10 + 48,L E,fiend,devil,,L,20,13,17,10,11,13,5,,4,7,,,,,,,,,,,,,,,,,,,,,,10,SD,40,,,,,,,,,TRUE,"[""Devil's Sight"",""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""grappled"",""restrained""]","I,P,S","[""constitution""]",,FALSE,,,,FALSE,"[""cold"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""fire"",""poison""]","[""poisoned""]","[""Infernal"",""telepathy 120 ft.""]","I,TP",,planar,"MW, RCH",ToB1-2023,FALSE,,,,,,,
Oneirovore,FALSE,FALSE,11,19,237,19d10 + 133,U,fiend,,,L,16,12,25,12,10,10,,5,,11,,,,,4,4,,,,,,,,,,5,,,,4,,14,U,20,,,,,,,,,FALSE,,,,,,,TRUE,,FALSE,FALSE,"[""charmed""]","O,T","[""charisma"",""constitution""]",,FALSE,,,,FALSE,"[""fire"",""poison"",{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""psychic""]","[""blinded"",""charmed"",""frightened""]",,,,,"MW, RCH",CoA,FALSE,,,,,,,
Doomwake Giant,FALSE,,11,15,162,13d12 + 78,L E,giant,,,H,24,12,22,12,14,16,,,6,10,,,,,,6,,,,,,,,7,,,,,,,,16,SD,40,,,,,,,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""prone""]","B, N","[""constitution""]",,FALSE,,,,FALSE,,,"[""necrotic"",""poison""]","[""frightened"",""poisoned""]","[""Giant""]",GI,,,"AOE, MW, RCH",MOT,FALSE,,,,,,,
Spirit Troll,FALSE,,11,17,97,15d10 + 15,C E,giant,,,L,1,17,13,8,9,16,,,,,,,,,,3,,,,,,,,,,,,,,,,13,D,30,,,,,,,,,TRUE,"[""Incorporeal Movement"",""Regeneration""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""stunned""]","O,Y","[""wisdom""]",,FALSE,,,,FALSE,"[""acid"",""cold"",""fire"",""lightning"",""thunder""]",,"[{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks""}]","[""exhaustion"",""grappled"",""paralyzed"",""petrified"",""prone"",""restrained"",""unconscious""]","[""Giant""]",GI,,"coastal, forest, swamp, underdark",MW,MTF,FALSE,,,,,,TRUE,
Spirit Troll,FALSE,,11,17,130,20d10 + 20,C E,giant,,,L,1,17,13,8,9,16,,,,,,,,,,3,,,,,,,,,,,,,,,,13,D,30,,,,,,,,,TRUE,"[""Incorporeal Movement"",""Regeneration""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""stunned""]","O,Y","[""wisdom""]",,FALSE,,,,FALSE,"[""acid"",""cold"",""fire""]",,"[{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks""}]","[""exhaustion"",""grappled"",""paralyzed"",""petrified"",""prone"",""restrained"",""unconscious""]","[""Giant""]",GI,,"coastal, forest, swamp, underdark",MW,MPMM,FALSE,,,,,,,
Kagain,TRUE,,11,18,161,17d8 + 85,N E,humanoid,dwarf,,M,18,13,20,10,11,10,,,,9,,8,,,,4,,,,,,8,,,,,,,,4,,14,D,30,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,S","[""wisdom""]",,TRUE,,,,FALSE,,,,,"[""Common"",""Dwarvish""]","C,D",heavy crossbow,,"MLW,MW, RW",MaBJoV,FALSE,,,,,,,
