name,_copy/name,_copy/_mod/*/flags,_copy/_mod/_/mode,_copy/_mod/_/spells/7,_copy/_mod/action,_copy/_mod/action/items/entries,_copy/_mod/action/items/name,_copy/_mod/action/mode,_copy/_mod/action/replace,_copy/_mod/trait/items,_copy/_mod/trait/mode,_copy/_templates,_copy/source,_copy/_mod/action/names,_copy/_mod/resist/items,_copy/_mod/spellcasting/items/name,_copy/_mod/spellcasting/items/spells/1/slots,_copy/_mod/spellcasting/items/spells/1/spells,_copy/_mod/spellcasting/items/spells/2/slots,_copy/_mod/spellcasting/items/spells/2/spells,_copy/_mod/spellcasting/items/spells/3/slots,_copy/_mod/spellcasting/items/spells/3/spells,_copy/_mod/spellcasting/items/spells/4/slots,_copy/_mod/spellcasting/items/spells/4/spells,_copy/_mod/spellcasting/items/spells/5/slots,_copy/_mod/spellcasting/items/spells/5/spells,_copy/_mod/spellcasting/items/spells/6/slots,_copy/_mod/spellcasting/items/spells/6/spells,_copy/_mod/spellcasting/mode,_copy/_mod/resist/mode,_copy/_mod/trait/replace,_copy/_mod/*,_copy/_mod/trait/names,_copy/_mod/action/items,_copy/_mod/trait,level,type/sidekickTags,type/sidekickType,_copy/_mod/conditionImmune/items,_copy/_mod/conditionImmune/mode,_copy/_mod/_/spells/0/spells,_copy/_mod/_/spells/5/spells,_copy/_mod/spellcasting/items/footerEntries,_copy/_mod/spellcasting/items/headerEntries,_copy/_mod/_/spells/3,_copy/_mod/_/daily/1e,_copy/_mod/_/daily/3e,_copy/_mod/_/will,_copy/_mod/_/spells/4,_copy/_mod/_/spells/5,_copy/_mod/trait/items/type,_copy/_preserve/legendaryGroup,_copy/_preserve/hasFluff,_copy/_preserve/hasFluffImages,_copy/_preserve/page,_copy/_preserve/variant,_copy/_mod/spellcasting/items/ability,_copy/_mod/spellcasting/items/will,_copy/_preserve/environment,_copy/_mod/_/spells/2,_copy/_mod/spellcasting/items/spells/0/spells,_copy/_mod/reaction/items/entries,_copy/_mod/reaction/items/name,_copy/_mod/reaction/mode,_copy/_mod/trait/items/page,_copy/_mod/trait/items/source,_copy/_mod/variant,_copy/_mod/languages,_copy/_mod/languages/items,_copy/_mod/languages/mode,_copy/_mod/spellcasting,_copy/_mod/spellcasting/items,_copy,shortName,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,_copy/_mod/trait/items/entries,_copy/_mod/trait/items/name,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reactionHeader,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,legendaryHeader,mythic,mythicHeader,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Allip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5,13,40,9d8,N E,undead,,,M,6,17,10,17,15,16,,6,5,,,,,,,5,,6,,,,,,,,,,,,,,15,D,0,,,,,hover,40,,,,,"[{""entries"":[""The allip can move through other creatures and objects as if they were {@quickref difficult terrain||3}. It takes 5 ({@damage 1d10}) force damage if it ends its turn inside an object.""],""name"":""Incorporeal Movement""},{""entries"":[""The allip doesn't require air, food, drink, or sleep.""],""name"":""Unusual Nature""}]","[""Incorporeal Movement"",""Unusual Nature""]",,,,,,"[{""entries"":[""{@atk ms} {@hit 6} to hit, reach 5 ft., one target. {@h}17 ({@damage 4d6 + 3}) psychic damage.""],""name"":""Maddening Touch""},{""entries"":[""Each creature within 30 feet of the allip that can hear it must make a {@dc 14} Wisdom saving throw. On a failed save, a target takes 12 ({@damage 2d8 + 3}) psychic damage, and it is {@condition stunned} until the end of its next turn. On a successful save, it takes half as much damage and isn't {@condition stunned}. Constructs and Undead are immune to this effect.""],""name"":""Howling Babble {@recharge}""},{""entries"":[""The allip chooses up to three creatures it can see within 60 feet of it. Each target must succeed on a {@dc 14} Wisdom saving throw, or it takes 12 ({@damage 2d8 + 3}) psychic damage and must use its reaction to make a melee weapon attack against one creature of the allip's choice that the allip can see. Constructs and Undead are immune to this effect.""],""name"":""Whispers of Compulsion""}]",,,,,"[""stunned""]","O,Y","[""wisdom""]",,,,,,,,,"[""acid"",""fire"",""lightning"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""cold"",""necrotic"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""the languages it knew in life""]",LF,,"swamp, urban",AOE,MPMM,FALSE,,,,,,,
Allip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,5,13,40,9d8,L E,undead,,,M,6,17,10,17,15,16,,6,5,,,,,,,5,,6,,,,,,,,,,,,,,15,D,0,,,,,hover,40,,,,,"[{""entries"":[""The allip can move through other creatures and objects as if they were {@quickref difficult terrain||3}. It takes 5 ({@damage 1d10}) force damage if it ends its turn inside an object.""],""name"":""Incorporeal Movement""}]","[""Incorporeal Movement""]",,,,,,"[{""entries"":[""{@atk ms} {@hit 6} to hit, reach 5 ft., one target. {@h}17 ({@damage 4d6 + 3}) psychic damage.""],""name"":""Maddening Touch""},{""entries"":[""The allip chooses up to three creatures it can see within 60 feet of it. Each target must succeed on a {@dc 14} Wisdom saving throw, or it takes 7 ({@damage 1d8 + 3}) psychic damage and must use its reaction to make a melee weapon attack against one creature of the allip's choice that the allip can see. Constructs and undead are immune to this effect.""],""name"":""Whispers of Madness""},{""entries"":[""Each creature within 30 feet of the allip that can hear it must make a {@dc 14} Wisdom saving throw. On a failed save, a target takes 12 ({@damage 2d8 + 3}) psychic damage, and it is {@condition stunned} until the end of its next turn. On a successful save, it takes half as much damage and isn't {@condition stunned}. Constructs and undead are immune to this effect.""],""name"":""Howling Babble {@recharge}""}]",,,,,"[""stunned""]","O,Y","[""wisdom""]",,,,,,,,,"[""acid"",""fire"",""lightning"",""thunder"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""cold"",""necrotic"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained""]","[""the languages it knew in life""]",LF,,"swamp, urban",,MTF,FALSE,,,,,,TRUE,
Alkilith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,11,17,168,16d8 + 96,C E,fiend,demon,,M,12,19,22,6,11,7,,,,10,8,,,,,,,8,,,,,,,,,,,,,,10,SD,40,,,,40,,,,,,,"[{""entries"":[""If the alkilith surrounds a door, window, or similar opening continuously for {@dice 6d6} days, the opening becomes a permanent portal to a random layer of the Abyss.""],""name"":""Abyssal Rift""},{""entries"":[""The alkilith can move through a space as narrow as 1 inch wide without squeezing.""],""name"":""Amorphous""},{""entries"":[""If the alkilith is motionless at the start of combat, it has advantage on its initiative roll. Moreover, if a creature hasn't observed the alkilith move or act, that creature must succeed on a {@dc 18} Intelligence ({@skill Investigation}) check to discern that the alkilith isn't ordinary slime or fungus.""],""name"":""False Appearance""},{""entries"":[""Any creature that isn't a demon that starts its turn within 30 feet of the alkilith must succeed on a {@dc 18} Wisdom saving throw, or it hears a faint buzzing in its head for a moment and has disadvantage on its next attack roll, saving throw, or ability check."",""If the saving throw against Foment Confusion fails by 5 or more, the creature is instead subjected to the {@spell confusion} spell for 1 minute (no {@status concentration} required by the alkilith). While under the effect of that confusion, the creature is immune to Foment Confusion.""],""name"":""Foment Confusion""},{""entries"":[""The alkilith has advantage on saving throws against spells and other magical effects.""],""name"":""Magic Resistance""},{""entries"":[""The alkilith can climb difficult surfaces, such as upside down on ceilings, without making an ability check.""],""name"":""Spider Climb""},{""entries"":[""The alkilith doesn't require air, food, drink, or sleep.""],""name"":""Unusual Nature""}]","[""Amorphous"",""False Appearance"",""Magic Resistance"",""Spider Climb"",""Unusual Nature""]",,,,,,"[{""entries"":[""The alkilith makes three Tentacle attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 8} to hit, reach 15 ft., one target. {@h}18 ({@damage 4d6 + 4}) acid damage.""],""name"":""Tentacle""}]","[""Multiattack"",""Tentacles""]",,,,,A,"[""wisdom""]",,,,,,,,,"[""acid"",""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""charmed"",""frightened"",""poisoned""]","[""understands Abyssal but can't speak""]","AB,CS",,"underdark, urban","MW, RCH",MPMM,FALSE,,,,,,,
Alkilith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,11,17,157,15d8 + 90,C E,fiend,demon,,M,12,19,22,6,11,7,,,,10,8,,,,,,,8,,,,,,,,,,,,,,10,SD,40,,,,,,,,,,,"[{""entries"":[""The alkilith can move through a space as narrow as 1 inch wide without squeezing.""],""name"":""Amorphous""},{""entries"":[""While the alkilith is motionless, it is indistinguishable from an ordinary slime or fungus.""],""name"":""False Appearance""},{""entries"":[""Any creature that isn't a demon that starts its turn within 30 feet of the alkilith must succeed on a {@dc 18} Wisdom saving throw, or it hears a faint buzzing in its head for a moment and has disadvantage on its next attack roll, saving throw, or ability check."",""If the saving throw against Foment Madness fails by 5 or more, the creature is instead subjected to the {@spell confusion} spell for 1 minute (no {@status concentration} required by the alkilith). While under the effect of that confusion, the creature is immune to Foment Madness.""],""name"":""Foment Madness""},{""entries"":[""The alkilith has advantage on saving throws against spells and other magical effects.""],""name"":""Magic Resistance""}]","[""Amorphous"",""False Appearance"",""Magic Resistance""]",,,,,,"[{""entries"":[""The alkilith makes three tentacle attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 8} to hit, reach 15 ft., one target. {@h}18 ({@damage 4d6 + 4}) acid damage.""],""name"":""Tentacle""}]","[""Multiattack"",""Tentacles""]",,,,,A,"[""wisdom""]",,,,,,,,,"[""acid"",""cold"",""fire"",""lightning"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""charmed"",""frightened"",""poisoned""]","[""understands Abyssal but can't speak""]","AB,CS",,"underdark, urban","MW, RCH",MTF,FALSE,,,,,,TRUE,
Alhoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,10,15,150,20d8 + 60,N E,undead,"mind flayer, wizard",,M,11,12,16,19,17,17,7,8,7,7,,,8,8,7,7,,5,,,,,7,,,,,,,,,17,U,30,,,,,hover,15,,,,,"[{""entries"":[""The alhoon has advantage on saving throws against spells and other magical effects.""],""name"":""Magic Resistance""},{""entries"":[""The alhoon has advantage on saving throws against any effect that turns Undead.""],""name"":""Turn Resistance""}]","[""Magic Resistance"",""Turn Resistance""]","[{""ability"":""int"",""daily"":{""1e"":[""{@spell dominate monster}"",""{@spell globe of invulnerability}"",""{@spell invisibility}"",""{@spell modify memory}"",""{@spell plane shift} (self only)"",""{@spell wall of force}""]},""displayAs"":""action"",""headerEntries"":[""The alhoon casts one of the following spells, requiring no material components and using Intelligence as the spellcasting ability (spell save {@dc 16}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell dancing lights}"",""{@spell detect magic}"",""{@spell detect thoughts}"",""{@spell disguise self}"",""{@spell mage hand}"",""{@spell prestidigitation}""]}]",,O,"[""charmed"",""incapacitated"",""invisible""]","[""charisma"",""wisdom""]","[{""entries"":[""The alhoon makes two Chilling Grasp or Arcane Bolt attacks.""],""name"":""Multiattack""},{""entries"":[""{@atk ms} {@hit 8} to hit, reach 5 ft., one target. {@h}14 ({@damage 4d6}) cold damage, and the alhoon regains 14 hit points.""],""name"":""Chilling Grasp""},{""entries"":[""{@atk rs} {@hit 8} to hit, range 120 ft., one target. {@h}28 ({@damage 8d6}) force damage.""],""name"":""Arcane Bolt""},{""entries"":[""The alhoon magically emits psychic energy in a 60-foot cone. Each creature in that area must succeed on a {@dc 16} Intelligence saving throw or take 22 ({@damage 4d8 + 4}) psychic damage and be {@condition stunned} for 1 minute. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.""],""name"":""Mind Blast {@recharge 5}""}]","[""Multiattack""]",,,"[{""entries"":[""The alhoon targets one creature it can see within 60 feet of it that is casting a spell. If the spell is 3rd level or lower, the spell fails, but any spell slots or charges are not wasted.""],""name"":""Negate Spell (3/Day)""}]","[""stunned""]","C,O,Y","[""intelligence""]",,,,,,,,,"[""cold"",""lightning"",""necrotic""]",,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""poisoned""]","[""Deep Speech"",""Undercommon"",""telepathy 120 ft.""]","DS,TP,U",,underdark,AOE,MPMM,FALSE,,,,,,,
Alhoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,120,16d8 + 48,L NX C E,undead,,,M,11,12,16,19,17,17,7,8,7,7,,,8,8,7,7,,5,,,,,7,,,,,,,,,17,U,30,,,,,,,,,,,"[{""entries"":[""The alhoon has advantage on saving throws against spells and other magical effects.""],""name"":""Magic Resistance""},{""entries"":[""The alhoon has advantage on saving throws against any effect that turns undead.""],""name"":""Turn Resistance""}]","[""Magic Resistance"",""Turn Resistance""]","[{""ability"":""int"",""daily"":{""1e"":[""{@spell dominate monster}"",""{@spell plane shift} (self only)""]},""headerEntries"":[""The alhoon's innate spellcasting ability is Intelligence (spell save {@dc 16}). It can innately cast the following spells, requiring no components:""],""name"":""Innate Spellcasting (Psionics)"",""type"":""spellcasting"",""will"":[""{@spell detect thoughts}"",""{@spell levitate}""]},{""ability"":""int"",""headerEntries"":[""The alhoon is a 12th-level spellcaster. Its spellcasting ability is Intelligence (spell save {@dc 16}, {@hit 8} to hit with spell attacks). The alhoon has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell chill touch}"",""{@spell dancing lights}"",""{@spell mage hand}"",""{@spell prestidigitation}"",""{@spell shocking grasp}""]},""1"":{""slots"":4,""spells"":[""{@spell detect magic}"",""{@spell disguise self}"",""{@spell magic missile}"",""{@spell shield}""]},""2"":{""slots"":3,""spells"":[""{@spell invisibility}"",""{@spell mirror image}"",""{@spell scorching ray}""]},""3"":{""slots"":3,""spells"":[""{@spell counterspell}"",""{@spell fly}"",""{@spell lightning bolt}""]},""4"":{""slots"":3,""spells"":[""{@spell confusion}"",""{@spell Evard's black tentacles}"",""{@spell phantasmal killer}""]},""5"":{""slots"":2,""spells"":[""{@spell modify memory}"",""{@spell wall of force}""]},""6"":{""slots"":1,""spells"":[""{@spell disintegrate}"",""{@spell globe of invulnerability}""]}},""type"":""spellcasting""}]","B, F,L,N,O,Y","CW,I,P","[""charmed"",""frightened"",""incapacitated"",""invisible"",""restrained""]","[""charisma"",""constitution"",""dexterity"",""wisdom""]","[{""entries"":[""{@atk ms} {@hit 8} to hit, reach 5 ft., one target. {@h}10 ({@damage 3d6}) cold damage.""],""name"":""Chilling Grasp""},{""entries"":[""The alhoon magically emits psychic energy in a 60-foot cone. Each creature in that area must succeed on a {@dc 16} Intelligence saving throw or take 22 ({@damage 4d8 + 4}) psychic damage and be {@condition stunned} for 1 minute. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.""],""name"":""Mind Blast {@recharge 5}""}]",,,,,"[""stunned""]","C,Y","[""intelligence""]",,,,,,,,,"[""cold"",""lightning"",""necrotic""]",,"[""poison"",{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks""}]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""poisoned""]","[""Deep Speech"",""Undercommon"",""telepathy 120 ft.""]","DS,TP,U",,underdark,AOE,VGM,FALSE,,,,,,TRUE,
Algorith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,10,18,153,18d8 + 72,L N,construct,,,M,21,14,19,13,16,18,8,,7,8,6,,,,7,7,,,5,,,9,,,,,,,,,,17,D,40,,,,,,40,,,,,"[{""entries"":[""The algorith doesn't require air, food, drink, or sleep.""],""name"":""Construct Nature""},{""entries"":[""The algorith is immune to any spell or effect that would alter its form.""],""name"":""Immutable Form""}]","[""Immutable Form""]","[{""ability"":""cha"",""daily"":{""1e"":[""{@spell commune} (as an action)"",""{@spell wall of force}""]},""displayAs"":""action"",""headerEntries"":[""The algorith casts one of the following spells, requiring no material components and using Charisma as the spellcasting ability (spell save {@dc 16}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell bless}"",""{@spell detect magic}"",""{@spell dimension door}"",""{@spell dispel magic}""]}]",O,O,,,"[{""entries"":[""The algorith makes three Logic Razor attacks, or it makes two Logic Razor attacks and uses Spellcasting.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 9} to hit, reach 5 ft., one target. {@h}21 ({@damage 3d10 + 5}) force damage.""],""name"":""Logic Razor""},{""entries"":[""The algorith projects null energy in a 30-foot cone. Each creature in the area must make a {@dc 16} Dexterity saving throw. On a failure, a creature takes 33 ({@damage 6d10}) force damage and any spell of 4th level or lower on the creature ends, as if it had been the target of a {@spell dispel magic} spell. On a success, a creature takes half the damage and spells on it don't end.""],""name"":""Cone of Negation {@recharge 5}""},{""entries"":[""The algorith summons and throws a tiny rune of law at a point it can see within 100 feet. The rune explodes on impact. Each creature within 30 feet of where the rune landed must make a {@dc 16} Dexterity saving throw. On a failure, a creature takes 27 ({@damage 5d10}) force damage and is {@condition stunned} until the end of its next turn. On a success, a creature takes half the damage and isn't {@condition stunned}.""],""name"":""Reality Bomb (5/Day)""}]","[""Multiattack""]",,,,"[""stunned""]",O,"[""dexterity""]",,,,,,,,,"[""acid"",""cold"",""lightning""]",,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""petrified"",""poisoned""]","[""Celestial"",""Common"",""Draconic"",""Infernal""]","C,CE,DR,I",,planar,"AOE, MW",ToB1-2023,FALSE,,,,,,,
Alehouse Drake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1,13,45,10d4 + 20,C N,dragon,,,T,7,16,15,11,12,16,,,,,5,,,,3,,,,,,,,5,,,,5,,,,,11,D,30,,,,,,60,,,,,,,,,,,,"[{""entries"":[""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}8 ({@damage 2d4 + 3}) slashing damage.""],""name"":""Claw""},{""entries"":[""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d6 + 3}) piercing damage, and if the target is a creature, it must succeed on a {@dc 13} Charisma saving throw or be discombobulated until the end of its next turn. A discombobulated creature is {@condition incapacitated}, and when it moves, it moves in a random direction.""],""name"":""Discombobulating Bite""},{""entries"":[""{@atk rs} {@hit 5} to hit, range 60 ft., one creature. {@h}7 ({@damage 1d8 + 3}) psychic damage.""],""name"":""Mocking Chortle""},{""entries"":[""The drake uses one of the following breath weapons."",{""items"":[{""entries"":[""The alehouse drake exhales sweet-smelling gas in a 30-foot cone. Each creature in that area must succeed on a {@dc 13} Charisma saving throw or become {@condition incapacitated} for 1 minute. While {@condition incapacitated}, the creature is indifferent about creatures that it is hostile toward within 50 feet of the drake. If the creature is attacked, harmed by a spell, or witnesses any of its allies being harmed, it is no longer indifferent but remains {@condition incapacitated}. The {@condition incapacitated} creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.""],""name"":""Dazing Breath"",""type"":""item""},{""entries"":[""The alehouse drake burps intoxicating gas in a 15-foot cone. Each creature in the area must make a {@dc 13} Constitution saving throw. On a failure, a creature takes 7 ({@damage 2d6}) poison damage and is {@condition poisoned} for 1 minute. On a success, a creature takes half the damage and isn't {@condition poisoned}. A {@condition poisoned} creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.""],""name"":""Intoxicating Breath"",""type"":""item""}],""type"":""list""}],""name"":""Breath Weapon {@recharge 5}""}]","[""Breath Weapon""]",,,,"[""incapacitated"",""poisoned""]","I,P,S,Y","[""charisma"",""constitution""]",,,,,,,,,,,"[""poison""]","[""poisoned""]","[""Common"",""Draconic""]","C,DR",,urban,"AOE, MW",ToB1-2023,FALSE,,,,,,,
Aldani (Lobsterfolk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,1,14,49,9d8 + 9,L N,monstrosity,,,M,13,8,12,10,14,10,,,,,,,,,,4,,,,,,,,,,,,,,4,,14,D,20,,,,,,,,30,,,"[{""entries"":[""The aldani can breathe air and water.""],""name"":""Amphibious""}]","[""Amphibious""]",,,,,,"[{""entries"":[""The aldani makes two attacks with its claws.""],""name"":""Multiattack""},{""entries"":[""{@atk mw} {@hit 3} to hit, reach 5 ft., one target. {@h}5 ({@damage 1d8 + 1}) slashing damage, and the target is {@condition grappled} (escape {@dc 11}). The aldani has two claws, each of which can grapple only one target.""],""name"":""Claw""}]","[""Multiattack""]",,,,"[""grappled""]",S,,,,,,,,,,,,,,"[""Common""]",C,,,MW,ToA,FALSE,,,,,,,
Albino Dwarf Warrior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,4-Jan,13,30,4d8 + 12,A,humanoid,dwarf,,M,13,13,17,12,14,11,,,,,,,,,,4,,3,,,,,,,,,,,,4,,14,D,25,,,,,,,,,,,"[{""entries"":[""The dwarf has advantage on saving throws against poison.""],""name"":""Dwarven Resilience""}]",,,,,,,"[{""entries"":[""{@atk mw,rw} {@hit 3} to hit, reach 5 ft. or range 20/60 ft., one target. {@h}4 ({@damage 1d6 + 1}) slashing damage.""],""name"":""Handaxe""}]",,,,,,S,,,,,,,,,,"[""poison""]",,,,"[""Common"",""Dwarvish""]","C,D",handaxe,,"MLW,MW, RW, THW",ToA,FALSE,,,,,,,
