name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,_copy/_mod/trait/items/entries,_copy/_mod/trait/items/name,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Rishaal the Page-Turner,TRUE,TRUE,6,15,40,9d8,N,humanoid,dragonborn,,M,9,14,11,17,12,11,,6,4,,,,6,6,,,,,,,,,,,,,,,,,,11,,30,,,,,,,,,,,FALSE,,"[{""ability"":""int"",""headerEntries"":[""Rishaal is a 9th-level spellcaster. His spellcasting ability is Intelligence. Rishaal has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell fire bolt}"",""{@spell light}"",""{@spell mage hand}"",""{@spell prestidigitation}""]},""1"":{""slots"":4,""spells"":[""{@spell detect magic}"",""{@spell mage armor}"",""{@spell magic missile}"",""{@spell shield}""]},""2"":{""slots"":3,""spells"":[""{@spell misty step}"",""{@spell suggestion}""]},""3"":{""slots"":3,""spells"":[""{@spell counterspell}"",""{@spell fireball}"",""{@spell fly}""]},""4"":{""slots"":3,""spells"":[""{@spell greater invisibility}"",""{@spell ice storm}""]},""5"":{""slots"":1,""spells"":[""{@spell cone of cold}""]}},""type"":""spellcasting""}]","B, C,F,O",CW,,"[""constitution"",""dexterity"",""wisdom""]",TRUE,"[""Breath Weapon""]",,FALSE,,P,"[""dexterity""]",,FALSE,,,,FALSE,"[""fire""]",,,,"[""Common"",""Draconic"",""Dwarvish"",""Elvish""]","C,D,DR,E",dagger,,"AOE, MLW,MW",WDH,FALSE,,,,,,,
Sahuagin Blademaster,FALSE,FALSE,6,20,97,15d8 + 30,L E,humanoid,sahuagin,,M,16,12,14,12,11,12,,,,5,,6,,,,,,,,,,6,,4,,,,,,,,10,SD,30,,,,,,,,40,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,sahuagin,OTH,,,MW,GoS,FALSE,,,,,,,
Shadow Fey Duelist,FALSE,,6,17,117,18d8 + 36,L E,humanoid,Elf,,M,13,20,14,13,12,16,6,,,5,8,,,,,4,,8,,8,,,6,,,,,,,,,14,D,30,,,,,,,,,,,TRUE,"[""Fey Ancestry"",""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack"",""Parry""]","[{""entries"":[""While in shadows, dim light, or darkness, the shadow fey disappears into the darkness and reappears in an unoccupied space it can see within 30 feet. A tendril of inky smoke appears at the origin and destination when it uses this bonus action.""],""name"":""Shadow Traveler (3/Day)""}]",TRUE,"[""poisoned""]","I,P","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Elvish"",""Umbral""]",C E,"dagger, rapier","any, urban","MLW,MW, RW, THW",ToB1-2023,FALSE,,,,,,,
Skeemo Weirdbottle,TRUE,TRUE,6,15,72,16d6 + 16,L E,humanoid,gnome,,S,9,14,12,17,12,15,,6,4,,,,6,6,,4,5,,,,,,,,,,,,,,,14,D,25,,,,,,,,,,,TRUE,,"[{""ability"":""int"",""headerEntries"":[""Skeemo is a 9th-level spellcaster. His spellcasting ability is Intelligence (spell save {@dc 14}, {@hit 6} to hit with spell attacks) He has the following wizard spells prepared:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell fire bolt}"",""{@spell light}"",""{@spell mage hand}"",""{@spell prestidigitation}""]},""1"":{""slots"":4,""spells"":[""{@spell detect magic}"",""{@spell mage armor}"",""{@spell magic missile}"",""{@spell shield}""]},""2"":{""slots"":3,""spells"":[""{@spell misty step}"",""{@spell suggestion}""]},""3"":{""slots"":3,""spells"":[""{@spell counterspell}"",""{@spell fireball}"",""{@spell fly}""]},""4"":{""slots"":3,""spells"":[""{@spell greater invisibility}"",""{@spell ice storm}""]},""5"":{""slots"":1,""spells"":[""{@spell cone of cold}""]}},""type"":""spellcasting""}]","B, C,F,O",CW,,"[""constitution"",""dexterity"",""wisdom""]",TRUE,,,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Abyssal"",""Common"",""Gnomish"",""Undercommon""]","AB,C,G,U",dagger,,"MLW,MW",WDH,FALSE,,,,,,,
Warlock of the Great Old One,,,6,15,91,14d8 + 28,A,humanoid,any,,M,9,14,15,12,12,18,7,,4,,,,4,4,,,,,,,,,,,,,,,,,,11,D,30,,,,,,,,,,,TRUE,,"[{""ability"":""cha"",""daily"":{""1e"":[""{@spell arcane gate}"",""{@spell true seeing}""]},""headerEntries"":[""The warlock's innate spellcasting ability is Charisma. It can innately cast the following spells (spell save {@dc 15}), requiring no material components:""],""name"":""Innate Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell detect magic}"",""{@spell jump}"",""{@spell levitate}"",""{@spell mage armor} (self only)"",""{@spell speak with dead}""]},{""ability"":""cha"",""headerEntries"":[""The warlock is a 14th-level spellcaster. Its spellcasting ability is Charisma (spell save {@dc 15}, {@hit 7} to hit with spell attacks). It regains its expended spell slots when it finishes a short or long rest. It knows the following warlock spells:""],""name"":""Spellcasting"",""spells"":{""0"":{""spells"":[""{@spell chill touch}"",""{@spell eldritch blast}"",""{@spell guidance}"",""{@spell mage hand}"",""{@spell minor illusion}"",""{@spell prestidigitation}"",""{@spell shocking grasp}""]},""5"":{""lower"":1,""slots"":3,""spells"":[""{@spell armor of Agathys}"",""{@spell arms of Hadar}"",""{@spell crown of madness}"",""{@spell clairvoyance}"",""{@spell contact other plane}"",""{@spell detect thoughts}"",""{@spell dimension door}"",""{@spell dissonant whispers}"",""{@spell dominate beast}"",""{@spell telekinesis}"",""{@spell vampiric touch}""]}},""type"":""spellcasting""}]","C,L,N,O,Y","CL,I","[""charmed"",""restrained""]","[""constitution"",""intelligence"",""strength"",""wisdom""]",TRUE,,,FALSE,,"P,Y","[""wisdom""]",,FALSE,,,,FALSE,"[""psychic""]",,,,"[""any two languages"",""telepathy 30 ft.""]","TP,X",dagger,"desert, hill, mountain, underdark, urban","MLW,MW, RW, THW",VGM,FALSE,,,,,,TRUE,
Warlock of the Great Old One,FALSE,,6,16,91,14d8 + 28,A,humanoid,,,M,9,16,15,12,12,18,7,,4,,,,4,4,,,,,,,,,,,,,,,,,,11,D,30,,,,,,,,,,,TRUE,,"[{""ability"":""cha"",""daily"":{""1e"":[""{@spell arcane gate}"",""{@spell detect thoughts}"",""{@spell true seeing}""]},""displayAs"":""action"",""headerEntries"":[""The warlock casts one of the following spells, using Charisma as the spellcasting ability (spell save {@dc 15}): ""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell detect magic}"",""{@spell guidance}"",""{@spell levitate}"",""{@spell mage armor} (self only)"",""{@spell mage hand}"",""{@spell minor illusion}"",""{@spell prestidigitation}""]}]",,CL,"[""charmed"",""restrained""]","[""constitution"",""wisdom""]",TRUE,"[""Multiattack""]",,FALSE,"[""frightened""]","P,Y","[""wisdom""]",,FALSE,,,,FALSE,"[""psychic""]",,,,"[""any two languages"",""telepathy 30 ft.""]","TP,X",dagger,"arctic, hill, mountain, underdark, urban","AOE, MLW,MW, RW, THW",MPMM,FALSE,,,,,,,
Wolfwere Alpha,FALSE,,6,13,104,16d8 + 32,C E,humanoid,,,M,20,14,14,10,8,16,,,,,,,,,,6,,,,,,,,,,,,,,,,16,,30,,,,,,,,,,,TRUE,"[""Keen Senses"",""Pack Tactics""]",,,,,,TRUE,"[""Multiattack"",""Shapechanger""]",,FALSE,"[""prone""]","P,S","[""strength"",""wisdom""]",,FALSE,,,,FALSE,,,"[{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""damage from nonmagical weapons that aren't iron""}]",,"[""Common (can't speak in wolf form)""]","C,CS",longsword,,"MLW,MW",MaBJoV,FALSE,,,,,,,
Aurak Draconian,FALSE,FALSE,6,17,67,9d8 + 27,L E,monstrosity,sorcerer,,M,13,14,16,16,11,17,6,6,3,,,,,,,3,,,,,,,,,,,,,,,,13,U,35,,,,,,,,,,,TRUE,"[""Death Burst""]","[{""ability"":""cha"",""daily"":{""1"":[""{@spell dominate person}""],""2e"":[""{@spell dimension door}"",""{@spell disguise self}"",""{@spell sending}""]},""displayAs"":""action"",""headerEntries"":[""The draconian casts one of the following spells, requiring no material components and using Charisma as the spellcasting ability (spell save {@dc 14}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell invisibility}"",""{@spell mage hand}""]}]",O,O,"[""charmed"",""invisible""]","[""wisdom""]",TRUE,"[""Breath Weapon"",""Multiattack""]",,FALSE,"[""exhaustion"",""stunned""]","I,L,O,S","[""constitution"",""dexterity""]",,FALSE,,,,FALSE,,,,"[""charmed""]","[""Common"",""Draconic""]","C,DR",,,"AOE, MW",DSotDQ,FALSE,,,,,,,
Category 2 Krasis,FALSE,,6,15,136,16d10 + 48,U,monstrosity,,,L,18,14,16,2,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,11,,40,,,,,,,,,,,TRUE,"[""Amphibious""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,,,,,MW,GGR,FALSE,,,,,,,
Chimera,,,6,14,114,12d10 + 48,C E,monstrosity,,,L,19,11,19,3,14,10,,,,,,,,,,8,,,,,,,,,,,,,,,,18,D,30,,,,,,60,,,,,FALSE,,,,,,,TRUE,"[""Breath Weapon"",""Multiattack""]",,FALSE,,"B, F,P,S","[""dexterity""]",,FALSE,,,,FALSE,,,,,"[""understands Draconic but can't speak""]","CS,DR",,"underdark, mountain, grassland, hill","AOE, MW",MM,FALSE,,,,,,TRUE,
Draconian Mastermind,,,6,17,67,9d8 + 27,A,monstrosity,,,M,13,14,16,15,11,17,6,5,3,,,,,,,3,,,,,,,,,,,,,,,,13,U,35,,,,,,,,,,,TRUE,"[""Death Burst""]","[{""ability"":""cha"",""daily"":{""2e"":[""{@spell dimension door}"",""{@spell disguise self}"",""{@spell sending}""]},""displayAs"":""action"",""headerEntries"":[""The draconian casts one of the following spells, requiring no material components and using Charisma as the spellcasting ability (spell save {@dc 14}):""],""name"":""Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell invisibility}"",""{@spell mage hand}""]}]",O,O,"[""invisible""]",,TRUE,"[""Breath Weapon"",""Multiattack""]",,TRUE,"[""exhaustion"",""stunned""]","I,L,O,S","[""constitution"",""dexterity""]",,FALSE,,,,FALSE,,,,"[""charmed""]","[""Common"",""Draconic""]","C,DR",,,"AOE, MW",FTD,FALSE,,,,,,,
Dragonflesh Abomination,,,6,15,66,7d12 + 21,N E,monstrosity,,,H,18,14,17,5,12,6,,,,6,,7,,,,,,,,,,,,,,,,,,,,11,,30,,,,,,40,,,,,TRUE,"[""Regeneration""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""poisoned"",""prone""]","A, B, I,S","[""constitution"",""strength""]",,FALSE,,,,FALSE,,,,"[""charmed"",""frightened"",""poisoned""]","[""understands Common and Draconic but can't speak""]","C,CS,DR",,,"AOE, MW, RCH, RW",FTD,FALSE,,,,,,,
Drider,,,6,19,123,13d10 + 52,C E,monstrosity,,,L,16,16,18,13,14,12,,,,,,,,,,5,,9,,,,,,,,,,,,,,15,SD,30,,,,30,,,,,,,TRUE,"[""Fey Ancestry"",""Spider Climb"",""Sunlight Sensitivity"",""Web Walker""]","[{""ability"":""wis"",""daily"":{""1e"":[""{@spell darkness}"",""{@spell faerie fire}""]},""headerEntries"":[""The drider's innate spellcasting ability is Wisdom (spell save {@dc 13}). The drider can innately cast the following spells, requiring no material components:""],""name"":""Innate Spellcasting"",""type"":""spellcasting"",""will"":[""{@spell dancing lights}""]}]",,I,,"[""dexterity""]",TRUE,"[""Multiattack""]",,FALSE,,"I,P,S",,,FALSE,,,,FALSE,,,,,"[""Elvish"",""Undercommon""]","E,U","longbow, longsword",underdark,"MLW,MW, RNG, RW",MM,FALSE,,,,,TRUE,TRUE,
Gloomstalker,FALSE,FALSE,6,15,90,12d10 + 24,N E,monstrosity,,,L,22,16,14,5,17,14,,,,,6,9,,,,6,,6,,,,9,,5,,,,,,,,16,SD,40,,,,,,80,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""grappled"",""paralyzed"",""restrained""]","N,P,S","[""constitution""]",,FALSE,,,,FALSE,,"[""radiant""]",,,"[""understands Common but can't speak""]","C,CS",,,MW,EGW,FALSE,,,,,,,
Gorthok the Thunder Boar,TRUE,TRUE,6,15,73,7d12 + 28,C E,monstrosity,,,H,20,11,19,6,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,50,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,,"B, L,S,T","[""dexterity""]",,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""lightning"",""thunder""]",,,,,,"MW, RCH",DIP,FALSE,,,,,,,
Loxoda,FALSE,,6,13,147,14d12 + 56,N E,monstrosity,,,H,19,12,19,12,14,10,,,,,,,,,,,,,,,,7,,,,,,,,5,,12,,40,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""prone""]","B, P,T","[""dexterity"",""strength""]",,FALSE,,,,FALSE,,,,,"[""Loxodan""]",,spear,"forest, grassland","MLW,MW, RCH, RW, THW",ToB1-2023,FALSE,,,,,,,
Medusa,,,6,15,127,17d8 + 51,L E,monstrosity,,,M,10,15,16,12,13,15,,,,,,,,,4,4,,5,,,,,5,,,,,,,,,14,D,30,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""petrified"",""restrained""]","I,P","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Common""]",C,"longbow, shortsword",desert,"MLW,MW, RNG, RW",MM,FALSE,,,,,,TRUE,
Nightgarm,FALSE,,6,15,152,16d10 + 64,C E,monstrosity,,,L,20,14,18,10,15,16,,,,,,,,,,5,,5,,,,,,,,,,,,,,15,D,40,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack"",""Swallow""]",,FALSE,"[""blinded"",""restrained""]","A, P,S","[""strength""]",,FALSE,,,,FALSE,"[""lightning"",""thunder""]","[""radiant"",{""cond"":true,""note"":""by silvered weapons"",""vulnerable"":[""bludgeoning"",""piercing"",""slashing""]}]",,,"[""Common"",""Giant"",""Goblin"",""telepathy 60 ft.""]","C,GI,GO,TP",,"arctic, forest",MW,ToB1-2023,FALSE,,,,,,,
Thousand Teeth,TRUE,TRUE,6,12,93,11d10 + 33,N E,monstrosity,,,L,19,10,17,2,10,7,,,,6,,7,,,,,,3,,,,7,,,,,,,,,,10,,30,,,,,,,,50,,,TRUE,"[""Hold Breath"",""Legendary Resistances""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""prone""]","B, P","[""strength""]",,TRUE,,,,FALSE,,,,,,,,,"MW, RCH",GoS,FALSE,,,,,,,
Undercity Medusa,FALSE,,6,16,120,16d8 + 48,N E,monstrosity,,,M,16,18,16,17,12,15,,,,,,,,,4,4,,7,,,,,5,,,,,,,,,14,D,30,,,,,,,,,,,TRUE,"[""Magic Resistance""]","[{""ability"":""int"",""daily"":{""1e"":[""{@spell expeditious retreat}"",""{@spell fog cloud}"",""{@spell misty step}""]},""headerEntries"":[""The medusa's innate spellcasting ability is Intelligence (spell save {@dc 14}). The medusa can innately cast the following spells, requiring no material components:""],""name"":""Innate Spellcasting"",""type"":""spellcasting""}]",,I,,,TRUE,"[""Multiattack""]",,FALSE,"[""petrified"",""restrained""]",S,"[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Elvish""]",C E,,,MW,GGR,FALSE,,,,,,,
Underworld Cerberus,FALSE,,6,16,104,11d10 + 44,L E,monstrosity,,,L,19,12,18,10,16,9,,,,,,,,,,9,,4,,,,7,,,,,,,,,,19,U,60,,,,,,,,,,,TRUE,"[""Aggressive"",""Pack Tactics""]",,,,,,TRUE,"[""Breath Weapon"",""Multiattack""]",,FALSE,"[""restrained""]","F,P","[""dexterity""]",,FALSE,,,,FALSE,,,"[""fire"",""necrotic""]","[""blinded"",""charmed"",""deafened"",""exhaustion"",""frightened"",""stunned""]","[""understands all languages but can't speak""]","CS,XX",,,"AOE, MW",MOT,FALSE,,,,,,,
White Ape,FALSE,,6,14,114,12d10 + 48,N,monstrosity,,,L,18,16,18,8,14,8,,,,,,,,,,5,,,,,,7,,5,,,,,,,,15,D,40,,,,40,,,,,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,"B, P","[""constitution"",""dexterity""]",,FALSE,,,,FALSE,,,,,"[""Common""]",C,,"forest, grassland, hill","AOE, DIS, MW",ToB1-2023,FALSE,,,,,,,
Witchstalker,,,6,13,82,11d10 + 22,U,monstrosity,,,L,18,16,15,8,12,6,,,4,,,7,,,,7,,6,,,,,,,,,,,,,,17,U,60,,,,,,,,,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",,TRUE,,"P,Y","[""strength"",""wisdom""]",,FALSE,,,,FALSE,,,,,"[""understands Common but can't speak""]","C,CS",,,"AOE, MW",MCV4EC,FALSE,,,,,,,
Weeping Treant,FALSE,,6,17,105,10d12 + 40,N,plant,,,H,21,8,18,12,16,11,,,,,,,,,6,,,,,,,,,,,,,,,,,13,D,30,,,,,,,,,,,TRUE,"[""Siege Monster""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,"A, ""B""]","[""dexterity""]",,FALSE,,,,FALSE,"[""bludgeoning"",""piercing""]","[""fire""]",,,"[""Common"",""Druidic"",""Elvish"",""Sylvan"",""Umbral""]","C,DU,E,S",,forest,"MW, RW",ToB1-2023,FALSE,,,,,,,
Angatra,FALSE,,6,17,85,10d8 + 40,N E,undead,,,M,14,20,18,8,12,15,,,,,,,,,,4,,8,,,,,,,,,,,,,,14,D,50,,,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""paralyzed""]",P,"[""charisma"",""constitution""]",,FALSE,,,,FALSE,"[""necrotic"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""the languages it knew in life""]",LF,,any,MW,ToB1-2023,FALSE,,,,,,,
Black Rose Bearer,FALSE,FALSE,6,11,110,13d8 + 52,N E,undead,,,M,17,6,18,2,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,20,,,,,,,,,,,TRUE,"[""Undead Fortitude""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,"B, N",,,FALSE,,,,FALSE,,,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""poisoned""]","[""understands the languages it knew in life but can't speak""]","CS,LF",,,MW,VEoR,FALSE,,,,,,,
Bodak,,,6,15,58,9d8 + 18,C E,undead,,,M,15,16,15,7,12,12,,,,,,,,,,4,,6,,,,,,,,,,,,,,14,SD,30,,,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,,,FALSE,"[""frightened""]","B, N,R,Y","[""constitution""]",,FALSE,,,,FALSE,"[""cold"",""fire"",""necrotic"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""lightning"",""poison""]","[""charmed"",""frightened"",""poisoned""]","[""Abyssal"",""the languages it knew in life""]","AB,LF",,"underdark, swamp, urban",MW,VGM,FALSE,,,,,,TRUE,
Bodak,FALSE,,6,15,58,9d8 + 18,C E,undead,,,M,15,16,15,7,12,12,,,,,,,,,,4,,6,,,,,,,,,,,,,,14,SD,30,,,,,,,,,,,TRUE,"[""Sunlight Sensitivity"",""Unusual Nature""]",,,,,,TRUE,,"[{""entries"":[""The bodak activates or deactivates this deathly aura. While active, the aura deals 5 necrotic damage to any creature that ends its turn within 30 feet of the bodak. Undead and Fiends ignore this effect.""],""name"":""Aura of Annihilation""}]",FALSE,"[""frightened""]","B, N,R,Y","[""constitution""]",,FALSE,,,,FALSE,"[""cold"",""fire"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""necrotic"",""poison""]","[""charmed"",""frightened"",""poisoned""]","[""Abyssal"",""the languages it knew in life""]","AB,LF",,"swamp, underdark, urban",MW,MPMM,FALSE,,,,,,,
Brain in a Jar,FALSE,FALSE,6,11,58,9d8 + 18,A,undead,,,M,1,1,15,19,10,15,5,7,,,,,,,,,,,,,,,,,,,,,,,,10,D,0,,,,,,,,,,,TRUE,"[""Magic Resistance""]","[{""ability"":""int"",""daily"":{""1e"":[""{@spell compulsion}"",""{@spell hold monster}"",""{@spell sleep} (cast at 3rd level)"",""{@spell Tasha's hideous laughter}""],""3e"":[""{@spell charm person}"",""{@spell command}"",""{@spell hold person}""]},""headerEntries"":[""The brain in a jar's innate spellcasting ability is Intelligence (spell save {@dc 15}). It can innately cast the following spells, requiring no components:""],""name"":""Innate Spellcasting (Psionics)"",""type"":""spellcasting"",""will"":[""{@spell detect thoughts}"",""{@spell mage hand}"",""{@spell zone of truth}""]}]",,"I,P","[""charmed"",""incapacitated"",""paralyzed"",""prone"",""unconscious""]","[""charisma"",""wisdom""]",TRUE,,,FALSE,"[""stunned""]",Y,"[""intelligence""]",,FALSE,,,,FALSE,,,"[""necrotic"",""poison"",""psychic""]","[""charmed"",""exhaustion"",""frightened""]",,,,,AOE,LLK,FALSE,,,,,,,
Centaur Mummy,FALSE,FALSE,6,13,85,10d10 + 30,L E,undead,,,L,20,12,16,5,14,12,,,5,,,,,,,,,,,,,,,,,,,,,,,12,D,30,,,,,,,,,,,TRUE,"[""Charge""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""frightened"",""paralyzed""]","N,P","[""constitution"",""wisdom""]",,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]","[""fire""]","[""necrotic"",""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""poisoned""]","[""Common"",""Sylvan""]","C,S",pike,,"CUR, MLW,MW, RCH",TftYP,FALSE,,,,,,,
Corpse Walker,FALSE,,6,14,82,11d8 + 33,N E,undead,,,M,16,13,17,6,10,6,,,3,6,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,,,,,,TRUE,"[""Sunlight Sensitivity"",""Undead Fortitude""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,,"B, N,R","[""charisma"",""constitution""]",,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks that aren't silvered"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""necrotic"",""poison""]","[""exhaustion"",""poisoned""]","[""understands languages it knew in life but can't speak""]","CS,LF",,,"CUR, HPR, MW",GHLoE,FALSE,,,,,,,
Fext,FALSE,,6,17,77,14d8 + 14,A,undead,,,M,14,16,12,14,12,18,,,4,,6,,,,,4,,,,,,,,,,,,,,,,14,"D, U",30,,,,,,,,,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",,FALSE,"[""frightened""]","O,S,Y","[""wisdom""]",,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""charmed"",""exhaustion"",""frightened"",""paralyzed"",""poisoned""]","[""the languages it knew in life""]",LF,,any,"AOE, MW",ToB1-2023,FALSE,,,,,,,
Foresworn,FALSE,,6,18,82,11d8 + 33,L G,undead,,,M,20,14,17,12,18,10,,,7,,,8,,,,,,,,,,,,,,,,,,,,14,D,30,,,,,,,,,,,TRUE,"[""Incorporeal Movement"",""Unusual Nature""]","[{""ability"":""wis"",""daily"":{""1"":[""{@spell wall of force}""],""2e"":[""{@spell command}"",""{@spell detect evil and good}""]},""displayAs"":""action"",""headerEntries"":[""The foresworn casts one of the following spells, requiring no material components and using Wisdom as the spellcasting ability (spell save {@dc 15}):""],""name"":""Spellcasting"",""type"":""spellcasting""}]",,O,"[""prone""]","[""wisdom""]",TRUE,"[""Multiattack""]","[{""entries"":[""The foresworn summons a battalion of ghostly soldiers to its aid. The ghostly soldiers fill a 10-foot-cube centered on the foresworn, move with the foresworn when the foresworn moves, and last until the start of the foresworn's next turn. While the ghostly soldiers are present, the area they occupy is considered difficult terrain for all creatures except the foresworn, and the foresworn's reach for melee weapon attacks increases by 10 feet.""],""name"":""Phantasmic Battalion {@recharge 5}""}]",FALSE,,O,,,FALSE,,,,FALSE,"[""necrotic"",{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,"[""poison""]","[""exhaustion"",""frightened"",""grappled"",""paralyzed"",""petrified"",""poisoned"",""prone"",""restrained"",""unconscious""]","[""the languages it knew in life""]",LF,,,"AOE, MW",MCV2DC,FALSE,,,,,,,
